"trip_id","route_id","service_id","trip_short_name","power_type","shape_id","bikes_allowed"
503458,729,"A23370","0B00",,,1
507695,729,"A21800","0B00",,,1
507696,729,"A23366","0B00",,,1
533106,730,"A23300","0B00",,,1
547929,730,"A23374","0B00",,,1
507697,731,"A23368","0B00",,,1
415441,732,"A21753","0B00",,,1
418323,732,"A21751","0B00",,,1
405969,733,"A21491","0B00",,,1
418324,733,"A21752","0B00",,,1
442791,733,"A21554","0B00",,,1
23993,734,"C01472 a","1B16","D",23993,1
23994,734,"C01472 b","1B16","D",23993,1
24676,734,"C01474","1B16","D",23993,1
85576,734,"L11855 a","1B16","D",23993,1
85577,734,"L11855 b","1B16","D",23993,1
85578,734,"L11855 c","1B16","D",23993,1
85579,734,"L11855 d","1B16","D",23993,1
85580,734,"L11855 e","1B16","D",23993,1
85581,734,"L11855 f","1B16","D",23993,1
85582,734,"L11855 g","1B16","D",23993,1
85583,734,"L11855 h","1B16","D",23993,1
85585,734,"L11855 j","1B16","D",23993,1
85586,734,"L11855 k","1B16","D",23993,1
85587,734,"L11855 l","1B16","D",23993,1
85588,734,"L11855 m","1B16","D",23993,1
223472,734,"L11857 a","1B16","D",23993,1
223473,734,"L11857 b","1B16","D",23993,1
223474,734,"L11857 c","1B16","D",23993,1
223475,734,"L11857 d","1B16","D",23993,1
223476,734,"L11857 e","1B16","D",23993,1
223477,734,"L11857 f","1B16","D",23993,1
223478,734,"L11857 g","1B16","D",23993,1
223479,734,"L11857 h","1B16","D",23993,1
223480,734,"L11857 i","1B16","D",23993,1
223481,734,"L11857 j","1B16","D",223481,1
223482,734,"L11857 k","1B16","D",23993,1
223483,734,"L11857 l","1B16","D",23993,1
223484,734,"L11857 m","1B16","D",23993,1
223485,734,"L11857 n","1B16","D",23993,1
223486,734,"L11857 o","1B16","D",23993,1
223487,734,"L11857 p","1B16","D",23993,1
223489,734,"L11857 r","1B16","D",23993,1
223490,734,"L11857 s","1B16","D",23993,1
223491,734,"L11857 t","1B16","D",23993,1
282865,734,"L11856 a","1B16","D",23993,1
282866,734,"L11856 b","1B16","D",23993,1
282867,734,"L11856 d","1B16","D",23993,1
282868,734,"L11856 e","1B16","D",23993,1
282869,734,"L11856 f","1B16","D",23993,1
282870,734,"L11856 g","1B16","D",23993,1
282871,734,"L11856 h","1B16","D",23993,1
282872,734,"L11856 i","1B16","D",23993,1
282873,734,"L11856 j","1B16","D",23993,1
282874,734,"L11856 k","1B16","D",23993,1
282875,734,"L11856 l","1B16","D",23993,1
282876,734,"L11856 m","1B16","D",223481,1
282877,734,"L11856 n","1B16","D",23993,1
282878,734,"L11856 o","1B16","D",23993,1
282879,734,"L11856 p","1B16","D",23993,1
282880,734,"L11856 q","1B16","D",23993,1
282881,734,"L11856 r","1B16","D",23993,1
282882,734,"L11856 s","1B16","D",23993,1
282883,734,"L11856 t","1B16","D",23993,1
282884,734,"L11856 u","1B16","D",23993,1
282885,734,"L11856 d2","1B16","D",23993,1
282886,734,"L11856 g3","1B16","D",23993,1
286515,734,"L11858 a","1B16","D",23993,1
286516,734,"L11858 b","1B16","D",23993,1
286517,734,"L11858 c","1B16","D",23993,1
286518,734,"L11858 d","1B16","D",23993,1
286519,734,"L11858 e","1B16","D",23993,1
286520,734,"L11858 f","1B16","D",23993,1
286521,734,"L11858 g","1B16","D",23993,1
286522,734,"L11858 h","1B16","D",223481,1
286523,734,"L11858 i","1B16","D",23993,1
286524,734,"L11858 j","1B16","D",23993,1
286525,734,"L11858 k","1B16","D",23993,1
560392,734,"L11859","1B16","D",23993,1
23995,735,"C01479","1B26","E",23995,1
24403,735,"C01480 a","1B26","E",23995,1
24404,735,"C01480 b","1B26","E",23995,1
25129,735,"C01478 a","1B26","E",23995,1
25130,735,"C01478 b","1B26","E",23995,1
223492,735,"L11863 a","1B26","E",23995,1
223493,735,"L11863 b","1B26","E",23995,1
223494,735,"L11863 c","1B26","E",23995,1
223495,735,"L11863 d","1B26","E",23995,1
223496,735,"L11863 e","1B26","E",23995,1
223497,735,"L11863 f","1B26","E",23995,1
223498,735,"L11863 g","1B26","E",23995,1
223499,735,"L11863 h","1B26","E",23995,1
282887,735,"L11861 a","1B26","E",23995,1
282888,735,"L11861 b","1B26","E",23995,1
282889,735,"L11861 c","1B26","E",23995,1
282890,735,"L11861 d","1B26","E",23995,1
282891,735,"L11861 e","1B26","E",23995,1
282892,735,"L11861 f","1B26","E",23995,1
282893,735,"L11861 g","1B26","E",23995,1
282894,735,"L11861 h","1B26","E",23995,1
282895,735,"L11861 i","1B26","E",23995,1
282896,735,"L11861 j","1B26","E",23995,1
285094,735,"L11860 a","1B26","E",23995,1
285095,735,"L11860 c","1B26","E",23995,1
285096,735,"L11860 d","1B26","E",23995,1
285097,735,"L11860 e","1B26","E",23995,1
285098,735,"L11860 g","1B26","E",23995,1
285099,735,"L11860 h","1B26","E",23995,1
285100,735,"L11860 i","1B26","E",23995,1
285101,735,"L11860 k","1B26","E",23995,1
285102,735,"L11860 m","1B26","E",23995,1
285103,735,"L11860 o","1B26","E",23995,1
285104,735,"L11860 p","1B26","E",23995,1
285105,735,"L11860 q","1B26","E",23995,1
285106,735,"L11860 r","1B26","E",23995,1
310043,735,"L11862 a","1B26","E",23995,1
310044,735,"L11862 b","1B26","E",23995,1
310045,735,"L11862 c","1B26","E",23995,1
310046,735,"L11862 d","1B26","E",23995,1
310047,735,"L11862 e","1B26","E",23995,1
310048,735,"L11862 f","1B26","E",23995,1
310049,735,"L11862 g","1B26","E",23995,1
310050,735,"L11862 h","1B26","E",23995,1
310051,735,"L11862 i","1B26","E",23995,1
310052,735,"L11862 j","1B26","E",23995,1
310053,735,"L11862 k","1B26","E",23995,1
85584,736,"L11855 i","1B16","D",85584,1
223488,736,"L11857 q","1B16","D",85584,1
23990,737,"C01463","1A25","D",23990,1
24401,737,"C01462 a","1A25","D",23990,1
24402,737,"C01462 b","1A25","D",23990,1
25128,737,"C01464","1A25","D",25128,1
223442,737,"L11847 a","1A25","D",23990,1
223443,737,"L11847 b","1A25","D",23990,1
223444,737,"L11847 c","1A25","D",23990,1
223445,737,"L11847 d","1A25","D",23990,1
223446,737,"L11847 e","1A25","D",23990,1
223447,737,"L11847 f","1A25","D",23990,1
223448,737,"L11847 g","1A25","D",23990,1
223449,737,"L11847 h","1A25","D",23990,1
223450,737,"L11847 i","1A25","D",23990,1
223451,737,"L11847 j","1A25","D",23990,1
223452,737,"L11847 k","1A25","D",23990,1
223453,737,"L11847 l","1A25","D",23990,1
223454,737,"L11847 m","1A25","D",23990,1
223455,737,"L11847 n","1A25","D",23990,1
223456,737,"L11847 o","1A25","D",23990,1
223457,737,"L11847 p","1A25","D",23990,1
223458,737,"L11847 q","1A25","D",23990,1
223459,737,"L11847 r","1A25","D",23990,1
223461,737,"L11847 t","1A25","D",23990,1
282832,737,"L11846 a","1A25","D",23990,1
282833,737,"L11846 b","1A25","D",23990,1
282834,737,"L11846 c","1A25","D",23990,1
282835,737,"L11846 d","1A25","D",23990,1
282836,737,"L11846 e","1A25","D",23990,1
282837,737,"L11846 f","1A25","D",23990,1
282838,737,"L11846 g","1A25","D",23990,1
282839,737,"L11846 h","1A25","D",23990,1
285068,737,"L11845 aa","1A25","D",23990,1
285069,737,"L11845 ab","1A25","D",23990,1
285070,737,"L11845 ad","1A25","D",23990,1
285071,737,"L11845 ae","1A25","D",23990,1
285072,737,"L11845 af","1A25","D",23990,1
285073,737,"L11845 ag","1A25","D",23990,1
285074,737,"L11845 ah","1A25","D",23990,1
285075,737,"L11845 ai","1A25","D",23990,1
285076,737,"L11845 aj","1A25","D",23990,1
285077,737,"L11845 al","1A25","D",23990,1
285078,737,"L11845 an","1A25","D",23990,1
285079,737,"L11845 ao","1A25","D",23990,1
285080,737,"L11845 aq","1A25","D",23990,1
285081,737,"L11845 ar","1A25","D",23990,1
285082,737,"L11845 as","1A25","D",23990,1
285083,737,"L11845 au","1A25","D",23990,1
285084,737,"L11845 av","1A25","D",23990,1
285085,737,"L11845 aw","1A25","D",23990,1
285086,737,"L11845 ay","1A25","D",23990,1
285087,737,"L11845 az","1A25","D",23990,1
285088,737,"L11845 ba","1A25","D",23990,1
285089,737,"L11845 bc","1A25","D",23990,1
285090,737,"L11845 bd","1A25","D",23990,1
285091,737,"L11845 be","1A25","D",23990,1
285092,737,"L11845 bf","1A25","D",23990,1
285093,737,"L11845 bg","1A25","D",23990,1
310035,737,"L11848 a","1A25","D",25128,1
310036,737,"L11848 b","1A25","D",25128,1
310037,737,"L11848 c","1A25","D",25128,1
310038,737,"L11848 d","1A25","D",25128,1
310039,737,"L11848 e","1A25","D",25128,1
310040,737,"L11848 f","1A25","D",25128,1
310041,737,"L11848 g","1A25","D",25128,1
310042,737,"L11848 h","1A25","D",25128,1
560428,737,"L11849","1A25","D",23990,1
23996,738,"C01484 a","1C11","E",23996,1
23997,738,"C01484 b","1C11","E",23996,1
24677,738,"C01482","1C11","E",23996,1
85589,738,"L11867 a","1C11","E",23996,1
85590,738,"L11867 b","1C11","E",23996,1
85591,738,"L11867 c","1C11","E",23996,1
85592,738,"L11867 d","1C11","E",23996,1
85593,738,"L11867 e","1C11","E",23996,1
85594,738,"L11867 f","1C11","E",23996,1
223500,738,"L11865 a","1C11","E",23996,1
223501,738,"L11865 b","1C11","E",23996,1
223502,738,"L11865 c","1C11","E",23996,1
223503,738,"L11865 d","1C11","E",23996,1
223504,738,"L11865 e","1C11","E",23996,1
223505,738,"L11865 f","1C11","E",23996,1
223506,738,"L11865 g","1C11","E",23996,1
223507,738,"L11865 h","1C11","E",23996,1
282897,738,"L11864 a","1C11","E",23996,1
282898,738,"L11864 c","1C11","E",23996,1
282899,738,"L11864 d","1C11","E",23996,1
282900,738,"L11864 e","1C11","E",23996,1
282901,738,"L11864 f","1C11","E",23996,1
282902,738,"L11864 g","1C11","E",23996,1
282903,738,"L11864 h","1C11","E",23996,1
282904,738,"L11864 i","1C11","E",23996,1
282905,738,"L11864 k","1C11","E",23996,1
282906,738,"L11864 l","1C11","E",23996,1
282907,738,"L11864 m","1C11","E",23996,1
282908,738,"L11864 n","1C11","E",23996,1
286526,738,"L11866","1C11","E",23996,1
223460,739,"L11847 s","1A25","D",223460,1
23998,740,"C01487","1Y11","D",23998,1
24405,740,"C01488 a","1Y11","D",23998,1
24406,740,"C01488 b","1Y11","D",23998,1
25131,740,"C01486","1Y11","D",23998,1
223578,740,"L11891 a","1Y11","D",23998,1
223579,740,"L11891 b","1Y11","D",23998,1
223580,740,"L11891 c","1Y11","D",23998,1
223581,740,"L11891 d","1Y11","D",23998,1
223582,740,"L11891 e","1Y11","D",23998,1
223583,740,"L11891 f","1Y11","D",23998,1
223584,740,"L11891 g","1Y11","D",23998,1
223585,740,"L11891 h","1Y11","D",23998,1
283001,740,"L11889 a","1Y11","D",23998,1
283002,740,"L11889 b","1Y11","D",23998,1
283003,740,"L11889 c","1Y11","D",23998,1
283004,740,"L11889 d","1Y11","D",23998,1
283005,740,"L11889 e","1Y11","D",23998,1
283006,740,"L11889 f","1Y11","D",23998,1
283007,740,"L11889 g","1Y11","D",23998,1
283008,740,"L11889 h","1Y11","D",23998,1
283009,740,"L11889 i","1Y11","D",23998,1
283010,740,"L11889 j","1Y11","D",23998,1
283011,740,"L11889 k","1Y11","D",23998,1
283012,740,"L11889 l","1Y11","D",23998,1
283013,740,"L11889 m","1Y11","D",23998,1
283014,740,"L11889 n","1Y11","D",23998,1
283015,740,"L11889 o","1Y11","D",23998,1
283016,740,"L11889 p","1Y11","D",23998,1
283017,740,"L11889 q","1Y11","D",23998,1
283018,740,"L11889 r","1Y11","D",23998,1
285107,740,"L11888 a","1Y11","D",23998,1
285108,740,"L11888 b","1Y11","D",23998,1
285109,740,"L11888 c","1Y11","D",23998,1
285110,740,"L11888 d","1Y11","D",23998,1
285111,740,"L11888 e","1Y11","D",23998,1
285112,740,"L11888 f","1Y11","D",23998,1
285113,740,"L11888 g","1Y11","D",23998,1
285114,740,"L11888 h","1Y11","D",23998,1
285115,740,"L11888 i","1Y11","D",23998,1
285116,740,"L11888 j","1Y11","D",23998,1
285117,740,"L11888 k","1Y11","D",23998,1
285118,740,"L11888 l","1Y11","D",23998,1
285119,740,"L11888 m","1Y11","D",23998,1
285120,740,"L11888 n","1Y11","D",23998,1
285121,740,"L11888 o","1Y11","D",23998,1
285122,740,"L11888 p","1Y11","D",23998,1
285123,740,"L11888 q","1Y11","D",23998,1
285124,740,"L11888 r","1Y11","D",23998,1
310054,740,"L11890 a","1Y11","D",23998,1
310055,740,"L11890 b","1Y11","D",23998,1
310056,740,"L11890 c","1Y11","D",23998,1
310057,740,"L11890 d","1Y11","D",23998,1
310058,740,"L11890 e","1Y11","D",23998,1
310059,740,"L11890 f","1Y11","D",23998,1
310060,740,"L11890 g","1Y11","D",23998,1
310061,740,"L11890 h","1Y11","D",23998,1
310062,740,"L11890 i","1Y11","D",23998,1
310063,740,"L11890 j","1Y11","D",23998,1
310064,740,"L11890 k","1Y11","D",23998,1
310065,740,"L11890 l","1Y11","D",23998,1
560429,740,"L11892","1Y11","D",23998,1
23991,741,"C01469 a","1B01","D",23991,1
23992,741,"C01469 b","1B01","D",23991,1
24675,741,"C01467","1B01","D",23991,1
85557,741,"L11853 a","1B01","D",23991,1
85558,741,"L11853 b","1B01","D",23991,1
85559,741,"L11853 c","1B01","D",23991,1
85560,741,"L11853 d","1B01","D",23991,1
85561,741,"L11853 e","1B01","D",23991,1
85562,741,"L11853 f","1B01","D",23991,1
85563,741,"L11853 g","1B01","D",23991,1
85564,741,"L11853 h","1B01","D",23991,1
85565,741,"L11853 i","1B01","D",23991,1
85566,741,"L11853 j","1B01","D",23991,1
85567,741,"L11853 k","1B01","D",23991,1
85568,741,"L11853 l","1B01","D",23991,1
85569,741,"L11853 m","1B01","D",23991,1
85570,741,"L11853 n","1B01","D",23991,1
85571,741,"L11853 o","1B01","D",23991,1
85572,741,"L11853 p","1B01","D",23991,1
85573,741,"L11853 q","1B01","D",23991,1
85574,741,"L11853 r","1B01","D",23991,1
85575,741,"L11853 s","1B01","D",85575,1
223462,741,"L11851 a","1B01","D",85575,1
223463,741,"L11851 b","1B01","D",85575,1
223464,741,"L11851 c","1B01","D",85575,1
223465,741,"L11851 d","1B01","D",85575,1
223466,741,"L11851 e","1B01","D",85575,1
223467,741,"L11851 f","1B01","D",85575,1
223468,741,"L11851 g","1B01","D",85575,1
223469,741,"L11851 h","1B01","D",85575,1
223470,741,"L11851 i","1B01","D",85575,1
223471,741,"L11851 j","1B01","D",85575,1
282840,741,"L11850 aa","1B01","D",85575,1
282841,741,"L11850 ab","1B01","D",85575,1
282842,741,"L11850 ad","1B01","D",85575,1
282843,741,"L11850 ae","1B01","D",85575,1
282844,741,"L11850 af","1B01","D",85575,1
282845,741,"L11850 ag","1B01","D",85575,1
282846,741,"L11850 ah","1B01","D",85575,1
282847,741,"L11850 aj","1B01","D",85575,1
282848,741,"L11850 ak","1B01","D",85575,1
282849,741,"L11850 al","1B01","D",85575,1
282850,741,"L11850 an","1B01","D",85575,1
282851,741,"L11850 ao","1B01","D",85575,1
282852,741,"L11850 ap","1B01","D",85575,1
282853,741,"L11850 ar","1B01","D",85575,1
282854,741,"L11850 as","1B01","D",85575,1
282855,741,"L11850 at","1B01","D",85575,1
282856,741,"L11850 av","1B01","D",85575,1
282857,741,"L11850 aw","1B01","D",85575,1
282858,741,"L11850 ax","1B01","D",85575,1
282859,741,"L11850 ay","1B01","D",85575,1
282860,741,"L11850 az","1B01","D",85575,1
282861,741,"L11850 ba","1B01","D",85575,1
282862,741,"L11850 bb","1B01","D",85575,1
282863,741,"L11850 bc","1B01","D",85575,1
282864,741,"L11850 g3","1B01","D",85575,1
286509,741,"L11852 a","1B01","D",85575,1
286510,741,"L11852 b","1B01","D",85575,1
286511,741,"L11852 c","1B01","D",85575,1
286512,741,"L11852 d","1B01","D",85575,1
286513,741,"L11852 e","1B01","D",85575,1
286514,741,"L11852 f","1B01","D",85575,1
560391,741,"L11854","1B01","D",23991,1
23988,742,"C00477 a","1M11","E",23988,1
23989,742,"C00477 b","1M11","E",23988,1
24670,742,"C00458","1M11","E",23988,1
85595,742,"L11871 a","1M11","E",23988,1
85596,742,"L11871 b","1M11","E",23988,1
85597,742,"L11871 c","1M11","E",85597,1
85598,742,"L11871 d","1M11","E",23988,1
85599,742,"L11871 e","1M11","E",85597,1
85600,742,"L11871 f","1M11","E",23988,1
85601,742,"L11871 g","1M11","E",85597,1
85602,742,"L11871 h","1M11","E",23988,1
85603,742,"L11871 i","1M11","E",85597,1
85604,742,"L11871 j","1M11","E",23988,1
85605,742,"L11871 k","1M11","E",23988,1
85606,742,"L11871 l","1M11","E",23988,1
85607,742,"L11871 m","1M11","E",23988,1
85608,742,"L11871 n","1M11","E",23988,1
223508,742,"L11869 a","1M11","E",23988,1
223509,742,"L11869 b","1M11","E",23988,1
223510,742,"L11869 c","1M11","E",85597,1
223511,742,"L11869 d","1M11","E",23988,1
223512,742,"L11869 e","1M11","E",85597,1
223513,742,"L11869 f","1M11","E",23988,1
223514,742,"L11869 g","1M11","E",85597,1
223515,742,"L11869 h","1M11","E",23988,1
223516,742,"L11869 i","1M11","E",23988,1
223517,742,"L11869 j","1M11","E",23988,1
223518,742,"L11869 k","1M11","E",23988,1
223519,742,"L11869 l","1M11","E",23988,1
223520,742,"L11869 m","1M11","E",23988,1
223521,742,"L11869 n","1M11","E",23988,1
282909,742,"L11868 a","1M11","E",23988,1
282910,742,"L11868 c","1M11","E",23988,1
282911,742,"L11868 d","1M11","E",23988,1
282912,742,"L11868 e","1M11","E",85597,1
282913,742,"L11868 f","1M11","E",23988,1
282914,742,"L11868 g","1M11","E",85597,1
282915,742,"L11868 h","1M11","E",85597,1
282916,742,"L11868 i","1M11","E",85597,1
282917,742,"L11868 k","1M11","E",85597,1
282918,742,"L11868 l","1M11","E",23988,1
282919,742,"L11868 m","1M11","E",23988,1
282920,742,"L11868 n","1M11","E",23988,1
282921,742,"L11868 o","1M11","E",23988,1
282922,742,"L11868 p","1M11","E",23988,1
282923,742,"L11868 q","1M11","E",23988,1
282924,742,"L11868 s","1M11","E",23988,1
282925,742,"L11868 t","1M11","E",23988,1
282926,742,"L11868 u","1M11","E",23988,1
282927,742,"L11868 v","1M11","E",23988,1
286527,742,"L11870 a","1M11","E",23988,1
286528,742,"L11870 b","1M11","E",85597,1
286529,742,"L11870 c","1M11","E",23988,1
286530,742,"L11870 d","1M11","E",85597,1
286531,742,"L11870 e","1M11","E",23988,1
560393,742,"L11872","1M11","E",85597,1
552129,743,"A23382","1E35","E",85597,1
552141,743,"A23383","1E35","E",85597,1
23986,744,"C00475 a","1M16","D",23986,1
23987,744,"C00475 b","1M16","D",23986,1
24674,744,"C00474","1M16","D",23986,1
85609,744,"L11876 a","1M16","D",23986,1
85610,744,"L11876 b","1M16","D",23986,1
85611,744,"L11876 c","1M16","D",23986,1
85612,744,"L11876 d","1M16","D",23986,1
85613,744,"L11876 e","1M16","D",23986,1
85614,744,"L11876 f","1M16","D",23986,1
85615,744,"L11876 g","1M16","D",23986,1
85616,744,"L11876 h","1M16","D",23986,1
85617,744,"L11876 i","1M16","D",23986,1
85618,744,"L11876 j","1M16","D",23986,1
85619,744,"L11876 k","1M16","D",23986,1
85620,744,"L11876 l","1M16","D",23986,1
85621,744,"L11876 m","1M16","D",23986,1
85622,744,"L11876 n","1M16","D",23986,1
85623,744,"L11876 o","1M16","D",23986,1
85624,744,"L11876 p","1M16","D",23986,1
85625,744,"L11876 q","1M16","D",23986,1
85626,744,"L11876 r","1M16","D",23986,1
85627,744,"L11876 s","1M16","D",85627,1
85628,744,"L11876 t","1M16","D",23986,1
85629,744,"L11876 u","1M16","D",23986,1
223522,744,"L11875 a","1M16","D",23986,1
223523,744,"L11875 b","1M16","D",23986,1
223524,744,"L11875 c","1M16","D",23986,1
223525,744,"L11875 d","1M16","D",23986,1
223526,744,"L11875 e","1M16","D",23986,1
223527,744,"L11875 f","1M16","D",23986,1
223528,744,"L11875 g","1M16","D",23986,1
223529,744,"L11875 h","1M16","D",23986,1
223530,744,"L11875 i","1M16","D",23986,1
223531,744,"L11875 j","1M16","D",23986,1
223532,744,"L11875 k","1M16","D",23986,1
223533,744,"L11875 l","1M16","D",23986,1
223534,744,"L11875 m","1M16","D",23986,1
223535,744,"L11875 n","1M16","D",23986,1
223536,744,"L11875 o","1M16","D",23986,1
223537,744,"L11875 p","1M16","D",23986,1
223538,744,"L11875 q","1M16","D",23986,1
223539,744,"L11875 r","1M16","D",23986,1
223540,744,"L11875 s","1M16","D",23986,1
223541,744,"L11875 t","1M16","D",23986,1
282928,744,"L11874 aa","1M16","D",23986,1
282929,744,"L11874 ab","1M16","D",23986,1
282930,744,"L11874 ad","1M16","D",23986,1
282931,744,"L11874 ae","1M16","D",23986,1
282932,744,"L11874 af","1M16","D",23986,1
282933,744,"L11874 ag","1M16","D",23986,1
282934,744,"L11874 ah","1M16","D",23986,1
282935,744,"L11874 ai","1M16","D",23986,1
282936,744,"L11874 aj","1M16","D",23986,1
282937,744,"L11874 al","1M16","D",23986,1
282938,744,"L11874 am","1M16","D",23986,1
282939,744,"L11874 an","1M16","D",23986,1
282940,744,"L11874 ap","1M16","D",23986,1
282941,744,"L11874 aq","1M16","D",23986,1
282942,744,"L11874 ar","1M16","D",23986,1
282943,744,"L11874 at","1M16","D",23986,1
282944,744,"L11874 au","1M16","D",23986,1
282945,744,"L11874 av","1M16","D",23986,1
282946,744,"L11874 ax","1M16","D",23986,1
282947,744,"L11874 ay","1M16","D",23986,1
282948,744,"L11874 az","1M16","D",23986,1
282949,744,"L11874 ba","1M16","D",23986,1
282950,744,"L11874 bb","1M16","D",23986,1
282951,744,"L11874 bc","1M16","D",23986,1
282952,744,"L11874 bd","1M16","D",23986,1
282953,744,"L11874 l3","1M16","D",23986,1
286532,744,"L11873 a","1M16","D",23986,1
286533,744,"L11873 b","1M16","D",23986,1
286534,744,"L11873 c","1M16","D",23986,1
286535,744,"L11873 d","1M16","D",23986,1
286536,744,"L11873 e","1M16","D",23986,1
286537,744,"L11873 f","1M16","D",23986,1
286538,744,"L11873 g","1M16","D",23986,1
286539,744,"L11873 h","1M16","D",23986,1
286540,744,"L11873 i","1M16","D",23986,1
286541,744,"L11873 j","1M16","D",23986,1
286542,744,"L11873 k","1M16","D",23986,1
560394,744,"L11877","1M16","D",23986,1
552128,745,"A23380","1E39","D",23986,1
552140,745,"A23381","1E39","D",23986,1
23984,746,"C00468 a","1S26","E",23984,1
23985,746,"C00468 b","1S26","E",23984,1
24672,746,"C00469 a","1S26","E",23984,1
24673,746,"C00469 b","1S26","E",23984,1
85650,746,"L11886 a","1S26","E",23984,1
85651,746,"L11886 b","1S26","E",23984,1
85652,746,"L11886 c","1S26","E",23984,1
85653,746,"L11886 d","1S26","E",23984,1
85654,746,"L11886 e","1S26","E",85654,1
85655,746,"L11886 f","1S26","E",23984,1
85656,746,"L11886 g","1S26","E",85654,1
85657,746,"L11886 h","1S26","E",23984,1
85658,746,"L11886 i","1S26","E",85654,1
85659,746,"L11886 j","1S26","E",23984,1
85660,746,"L11886 k","1S26","E",85654,1
85661,746,"L11886 l","1S26","E",23984,1
85662,746,"L11886 m","1S26","E",23984,1
85663,746,"L11886 n","1S26","E",23984,1
85664,746,"L11886 o","1S26","E",23984,1
85665,746,"L11886 p","1S26","E",23984,1
223562,746,"L11884 a","1S26","E",23984,1
223563,746,"L11884 b","1S26","E",23984,1
223564,746,"L11884 c","1S26","E",85654,1
223565,746,"L11884 d","1S26","E",23984,1
223566,746,"L11884 e","1S26","E",85654,1
223567,746,"L11884 f","1S26","E",23984,1
223568,746,"L11884 g","1S26","E",85654,1
223569,746,"L11884 h","1S26","E",23984,1
223570,746,"L11884 i","1S26","E",23984,1
223571,746,"L11884 j","1S26","E",23984,1
223572,746,"L11884 k","1S26","E",23984,1
223573,746,"L11884 l","1S26","E",23984,1
223574,746,"L11884 m","1S26","E",23984,1
223575,746,"L11884 n","1S26","E",23984,1
223576,746,"L11884 o","1S26","E",23984,1
223577,746,"L11884 p","1S26","E",23984,1
282980,746,"L11883 aa","1S26","E",23984,1
282981,746,"L11883 ac","1S26","E",23984,1
282982,746,"L11883 ad","1S26","E",23984,1
282983,746,"L11883 ae","1S26","E",85654,1
282984,746,"L11883 af","1S26","E",23984,1
282985,746,"L11883 ag","1S26","E",85654,1
282986,746,"L11883 ah","1S26","E",85654,1
282987,746,"L11883 ai","1S26","E",85654,1
282988,746,"L11883 ak","1S26","E",85654,1
282989,746,"L11883 al","1S26","E",85654,1
282990,746,"L11883 am","1S26","E",23984,1
282991,746,"L11883 ao","1S26","E",23984,1
282992,746,"L11883 ap","1S26","E",23984,1
282993,746,"L11883 aq","1S26","E",23984,1
282994,746,"L11883 as","1S26","E",23984,1
282995,746,"L11883 au","1S26","E",23984,1
282996,746,"L11883 aw","1S26","E",23984,1
282997,746,"L11883 ax","1S26","E",23984,1
282998,746,"L11883 ay","1S26","E",23984,1
282999,746,"L11883 az","1S26","E",85654,1
283000,746,"L11883 ba","1S26","E",23984,1
286553,746,"L11885 a","1S26","E",23984,1
286554,746,"L11885 b","1S26","E",85654,1
286555,746,"L11885 c","1S26","E",23984,1
286556,746,"L11885 d","1S26","E",85654,1
286557,746,"L11885 e","1S26","E",23984,1
286558,746,"L11885 f","1S26","E",23984,1
286559,746,"L11885 g","1S26","E",23984,1
286560,746,"L11885 h","1S26","E",23984,1
286561,746,"L11885 i","1S26","E",23984,1
286562,746,"L11885 j","1S26","E",23984,1
286563,746,"L11885 k","1S26","E",23984,1
286564,746,"L11885 l","1S26","E",23984,1
286565,746,"L11885 m","1S26","E",23984,1
560396,746,"L11887","1S26","E",85654,1
23982,747,"C00467 a","1S25","E",23982,1
23983,747,"C00467 b","1S25","E",23982,1
24671,747,"C00460","1S25","E",23982,1
85630,747,"L11881 a","1S25","E",23982,1
85631,747,"L11881 b","1S25","E",23982,1
85632,747,"L11881 c","1S25","E",23982,1
85633,747,"L11881 d","1S25","E",23982,1
85634,747,"L11881 e","1S25","E",23982,1
85635,747,"L11881 f","1S25","E",23982,1
85636,747,"L11881 g","1S25","E",23982,1
85637,747,"L11881 h","1S25","E",23982,1
85638,747,"L11881 i","1S25","E",23982,1
85639,747,"L11881 j","1S25","E",23982,1
85640,747,"L11881 k","1S25","E",23982,1
85641,747,"L11881 l","1S25","E",23982,1
85642,747,"L11881 m","1S25","E",23982,1
85643,747,"L11881 n","1S25","E",23982,1
85644,747,"L11881 o","1S25","E",23982,1
85645,747,"L11881 p","1S25","E",23982,1
85646,747,"L11881 q","1S25","E",23982,1
85647,747,"L11881 r","1S25","E",23982,1
85648,747,"L11881 s","1S25","E",23982,1
85649,747,"L11881 t","1S25","E",23982,1
223542,747,"L11879 a","1S25","E",23982,1
223543,747,"L11879 b","1S25","E",23982,1
223544,747,"L11879 c","1S25","E",23982,1
223545,747,"L11879 d","1S25","E",23982,1
223546,747,"L11879 e","1S25","E",23982,1
223547,747,"L11879 f","1S25","E",23982,1
223548,747,"L11879 g","1S25","E",23982,1
223549,747,"L11879 h","1S25","E",23982,1
223550,747,"L11879 i","1S25","E",23982,1
223551,747,"L11879 j","1S25","E",23982,1
223552,747,"L11879 k","1S25","E",23982,1
223553,747,"L11879 l","1S25","E",23982,1
223554,747,"L11879 m","1S25","E",23982,1
223555,747,"L11879 n","1S25","E",23982,1
223556,747,"L11879 o","1S25","E",23982,1
223557,747,"L11879 p","1S25","E",23982,1
223558,747,"L11879 q","1S25","E",23982,1
223559,747,"L11879 r","1S25","E",23982,1
223560,747,"L11879 s","1S25","E",23982,1
